number,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,seq,length
1162,2018-12-22 01:26:53.189241,104.248.160.24,192.168.1.196,TCP,80,44884,24617,1514
1163,2018-12-22 01:26:53.189490,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1164,2018-12-22 01:26:53.201256,104.248.160.24,192.168.1.196,TCP,80,44884,26065,1514
1165,2018-12-22 01:26:53.201490,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1166,2018-12-22 01:26:53.215477,104.248.160.24,192.168.1.196,TCP,80,44884,27513,1514
1167,2018-12-22 01:26:53.215725,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1168,2018-12-22 01:26:53.225223,104.248.160.24,192.168.1.196,TCP,80,44884,47785,1514
1169,2018-12-22 01:26:53.225469,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1170,2018-12-22 01:26:53.237218,104.248.160.24,192.168.1.196,TCP,80,44884,49233,1514
1171,2018-12-22 01:26:53.237462,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1172,2018-12-22 01:26:53.254708,104.248.160.24,192.168.1.196,TCP,80,44884,50681,1514
1173,2018-12-22 01:26:53.254953,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1174,2018-12-22 01:26:53.261218,104.248.160.24,192.168.1.196,TCP,80,44884,52129,1514
1175,2018-12-22 01:26:53.261451,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1176,2018-12-22 01:26:53.273196,104.248.160.24,192.168.1.196,TCP,80,44884,53577,1514
1177,2018-12-22 01:26:53.273442,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1178,2018-12-22 01:26:53.285186,104.248.160.24,192.168.1.196,TCP,80,44884,55025,1514
1179,2018-12-22 01:26:53.285435,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1180,2018-12-22 01:26:53.297181,104.248.160.24,192.168.1.196,TCP,80,44884,56473,1514
1181,2018-12-22 01:26:53.297428,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1182,2018-12-22 01:26:53.309174,104.248.160.24,192.168.1.196,TCP,80,44884,57921,1514
1183,2018-12-22 01:26:53.309421,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1184,2018-12-22 01:26:53.321167,104.248.160.24,192.168.1.196,TCP,80,44884,59369,1514
1185,2018-12-22 01:26:53.321415,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1186,2018-12-22 01:26:53.333160,104.248.160.24,192.168.1.196,TCP,80,44884,41993,1514
1187,2018-12-22 01:26:53.333408,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1188,2018-12-22 01:26:53.345155,104.248.160.24,192.168.1.196,TCP,80,44884,43441,1514
1189,2018-12-22 01:26:53.345401,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1190,2018-12-22 01:26:53.357157,104.248.160.24,192.168.1.196,TCP,80,44884,60817,1514
1191,2018-12-22 01:26:53.357396,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1192,2018-12-22 01:26:53.369148,104.248.160.24,192.168.1.196,TCP,80,44884,62265,1514
1193,2018-12-22 01:26:53.369391,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1194,2018-12-22 01:26:53.381133,104.248.160.24,192.168.1.196,TCP,80,44884,44889,1514
1195,2018-12-22 01:26:53.381381,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1196,2018-12-22 01:26:53.393126,104.248.160.24,192.168.1.196,TCP,80,44884,46337,1514
1197,2018-12-22 01:26:53.393374,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1198,2018-12-22 01:26:53.405121,104.248.160.24,192.168.1.196,TCP,80,44884,66609,1514
1199,2018-12-22 01:26:53.405367,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1200,2018-12-22 01:26:53.417112,104.248.160.24,192.168.1.196,TCP,80,44884,68057,1514
1201,2018-12-22 01:26:53.417360,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1202,2018-12-22 01:26:53.429105,104.248.160.24,192.168.1.196,TCP,80,44884,69505,1514
1203,2018-12-22 01:26:53.429353,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1204,2018-12-22 01:26:53.441099,104.248.160.24,192.168.1.196,TCP,80,44884,70953,1514
1205,2018-12-22 01:26:53.441346,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1206,2018-12-22 01:26:53.453092,104.248.160.24,192.168.1.196,TCP,80,44884,72401,1514
1207,2018-12-22 01:26:53.453339,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1208,2018-12-22 01:26:53.465102,104.248.160.24,192.168.1.196,TCP,80,44884,63713,1514
1209,2018-12-22 01:26:53.465335,192.168.1.196,104.248.160.24,TCP,44884,80,149,78
1210,2018-12-22 01:26:53.494069,104.248.160.24,192.168.1.196,TCP,80,44884,65161,1514
1211,2018-12-22 01:26:53.494316,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1212,2018-12-22 01:26:54.176682,104.248.160.24,192.168.1.196,TCP,80,44884,73849,985
1213,2018-12-22 01:26:54.177678,192.168.1.196,104.248.160.24,TCP,44884,80,149,66
1214,2018-12-22 01:26:54.198167,104.248.160.24,192.168.1.196,TCP,80,44884,74769,66
1215,2018-12-22 01:26:54.215418,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1216,2018-12-22 01:26:55.241324,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1217,2018-12-22 01:26:57.321402,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1218,2018-12-22 01:27:01.401350,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1219,2018-12-22 01:27:09.961463,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1220,2018-12-22 01:27:26.601239,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1221,2018-12-22 01:27:59.241401,192.168.1.196,104.248.160.24,TCP,50796,80,0,74
1222,2018-12-22 01:29:08.082463,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1223,2018-12-22 01:29:09.161615,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1224,2018-12-22 01:29:11.241418,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1225,2018-12-22 01:29:15.321344,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1226,2018-12-22 01:29:23.721562,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1227,2018-12-22 01:29:40.361594,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1228,2018-12-22 01:30:13.001505,192.168.1.196,104.248.160.24,TCP,35794,80,0,74
1229,2018-12-22 01:31:22.202617,192.168.1.196,104.248.160.24,TCP,48994,80,0,74
1230,2018-12-22 01:31:23.241513,192.168.1.196,104.248.160.24,TCP,48994,80,0,74
1231,2018-12-22 01:31:25.321580,192.168.1.196,104.248.160.24,TCP,48994,80,0,74
1232,2018-12-22 01:31:29.401759,192.168.1.196,104.248.160.24,TCP,48994,80,0,74
1233,2018-12-22 01:31:29.422743,104.248.160.24,192.168.1.196,TCP,80,48994,0,74
1234,2018-12-22 01:31:29.422992,192.168.1.196,104.248.160.24,TCP,48994,80,1,66
1235,2018-12-22 01:31:29.423241,192.168.1.196,104.248.160.24,TCP,48994,80,1,215
1236,2018-12-22 01:31:29.446477,104.248.160.24,192.168.1.196,TCP,80,48994,1,66
1237,2018-12-22 01:31:29.446729,104.248.160.24,192.168.1.196,TCP,80,48994,1,1514
1238,2018-12-22 01:31:29.446980,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1239,2018-12-22 01:31:29.446987,104.248.160.24,192.168.1.196,TCP,80,48994,1449,1514
1240,2018-12-22 01:31:29.447228,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1241,2018-12-22 01:31:29.498714,104.248.160.24,192.168.1.196,TCP,80,48994,2897,1514
1242,2018-12-22 01:31:29.498983,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1243,2018-12-22 01:31:29.498999,104.248.160.24,192.168.1.196,TCP,80,48994,4345,1514
1244,2018-12-22 01:31:29.499210,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1245,2018-12-22 01:31:29.519689,104.248.160.24,192.168.1.196,TCP,80,48994,5793,1514
1246,2018-12-22 01:31:29.519936,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1247,2018-12-22 01:31:29.529933,104.248.160.24,192.168.1.196,TCP,80,48994,7241,1514
1248,2018-12-22 01:31:29.530181,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1249,2018-12-22 01:31:29.550426,104.248.160.24,192.168.1.196,TCP,80,48994,8689,2962
1250,2018-12-22 01:31:29.550669,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1251,2018-12-22 01:31:29.550919,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1252,2018-12-22 01:31:29.561665,104.248.160.24,192.168.1.196,TCP,80,48994,11585,1514
1253,2018-12-22 01:31:29.561913,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1254,2018-12-22 01:31:29.573658,104.248.160.24,192.168.1.196,TCP,80,48994,14481,1514
1255,2018-12-22 01:31:29.573906,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1256,2018-12-22 01:31:29.585651,104.248.160.24,192.168.1.196,TCP,80,48994,15929,1514
1257,2018-12-22 01:31:29.585898,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1258,2018-12-22 01:31:29.597646,104.248.160.24,192.168.1.196,TCP,80,48994,17377,1514
1259,2018-12-22 01:31:29.597893,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1260,2018-12-22 01:31:29.609637,104.248.160.24,192.168.1.196,TCP,80,48994,18825,1514
1261,2018-12-22 01:31:29.609885,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1262,2018-12-22 01:31:29.621631,104.248.160.24,192.168.1.196,TCP,80,48994,20273,1514
1263,2018-12-22 01:31:29.621878,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1264,2018-12-22 01:31:29.633624,104.248.160.24,192.168.1.196,TCP,80,48994,23169,1514
1265,2018-12-22 01:31:29.633872,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1266,2018-12-22 01:31:29.645617,104.248.160.24,192.168.1.196,TCP,80,48994,21721,1514
1267,2018-12-22 01:31:29.645865,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1268,2018-12-22 01:31:29.670106,104.248.160.24,192.168.1.196,TCP,80,48994,24617,1514
1269,2018-12-22 01:31:29.670116,104.248.160.24,192.168.1.196,TCP,80,48994,26065,1514
1270,2018-12-22 01:31:29.670351,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1271,2018-12-22 01:31:29.670600,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1272,2018-12-22 01:31:29.691841,104.248.160.24,192.168.1.196,TCP,80,48994,28961,1514
1273,2018-12-22 01:31:29.692089,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1274,2018-12-22 01:31:29.695093,104.248.160.24,192.168.1.196,TCP,80,48994,34753,1514
1275,2018-12-22 01:31:29.695588,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1276,2018-12-22 01:31:29.705594,104.248.160.24,192.168.1.196,TCP,80,48994,37649,1514
1277,2018-12-22 01:31:29.705832,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1278,2018-12-22 01:31:29.717577,104.248.160.24,192.168.1.196,TCP,80,48994,39097,1514
1279,2018-12-22 01:31:29.717824,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1280,2018-12-22 01:31:29.729572,104.248.160.24,192.168.1.196,TCP,80,48994,13033,1514
1281,2018-12-22 01:31:29.730067,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1282,2018-12-22 01:31:29.741563,104.248.160.24,192.168.1.196,TCP,80,48994,40545,1514
1283,2018-12-22 01:31:29.741811,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1284,2018-12-22 01:31:29.758552,104.248.160.24,192.168.1.196,TCP,80,48994,41993,1514
1285,2018-12-22 01:31:29.758810,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1286,2018-12-22 01:31:29.768340,104.248.160.24,192.168.1.196,TCP,80,48994,27513,1514
1287,2018-12-22 01:31:29.768552,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1288,2018-12-22 01:31:29.780076,104.248.160.24,192.168.1.196,TCP,80,48994,30409,1514
1289,2018-12-22 01:31:29.780303,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1290,2018-12-22 01:31:29.800778,104.248.160.24,192.168.1.196,TCP,80,48994,31857,1514
1291,2018-12-22 01:31:29.801026,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1292,2018-12-22 01:31:29.821518,104.248.160.24,192.168.1.196,TCP,80,48994,33305,1514
1293,2018-12-22 01:31:29.821765,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1294,2018-12-22 01:31:29.842524,104.248.160.24,192.168.1.196,TCP,80,48994,36201,1514
1295,2018-12-22 01:31:29.842762,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1296,2018-12-22 01:31:29.863258,104.248.160.24,192.168.1.196,TCP,80,48994,43441,1514
1297,2018-12-22 01:31:29.863497,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1298,2018-12-22 01:31:29.884231,104.248.160.24,192.168.1.196,TCP,80,48994,46337,1514
1299,2018-12-22 01:31:29.884479,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1300,2018-12-22 01:31:29.904969,104.248.160.24,192.168.1.196,TCP,80,48994,44889,1514
1301,2018-12-22 01:31:29.905218,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1302,2018-12-22 01:31:29.925959,104.248.160.24,192.168.1.196,TCP,80,48994,47785,1514
1303,2018-12-22 01:31:29.926205,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1304,2018-12-22 01:31:29.946446,104.248.160.24,192.168.1.196,TCP,80,48994,49233,1514
1305,2018-12-22 01:31:29.946944,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1306,2018-12-22 01:31:29.947444,104.248.160.24,192.168.1.196,TCP,80,48994,50681,1514
1307,2018-12-22 01:31:29.947943,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1308,2018-12-22 01:31:29.969183,104.248.160.24,192.168.1.196,TCP,80,48994,52129,1514
1309,2018-12-22 01:31:29.969430,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1310,2018-12-22 01:31:29.969932,104.248.160.24,192.168.1.196,TCP,80,48994,53577,1514
1311,2018-12-22 01:31:29.970180,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1312,2018-12-22 01:31:29.981676,104.248.160.24,192.168.1.196,TCP,80,48994,55025,1514
1313,2018-12-22 01:31:29.982173,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1314,2018-12-22 01:31:30.004683,104.248.160.24,192.168.1.196,TCP,80,48994,56473,1514
1315,2018-12-22 01:31:30.004917,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1316,2018-12-22 01:31:30.026648,104.248.160.24,192.168.1.196,TCP,80,48994,57921,1514
1317,2018-12-22 01:31:30.026899,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1318,2018-12-22 01:31:30.026906,104.248.160.24,192.168.1.196,TCP,80,48994,60817,1514
1319,2018-12-22 01:31:30.027147,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1320,2018-12-22 01:31:30.037893,104.248.160.24,192.168.1.196,TCP,80,48994,63713,1514
1321,2018-12-22 01:31:30.038391,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1322,2018-12-22 01:31:30.050387,104.248.160.24,192.168.1.196,TCP,80,48994,59369,1514
1323,2018-12-22 01:31:30.050634,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1324,2018-12-22 01:31:30.061884,104.248.160.24,192.168.1.196,TCP,80,48994,66609,1514
1325,2018-12-22 01:31:30.062378,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1326,2018-12-22 01:31:30.090865,104.248.160.24,192.168.1.196,TCP,80,48994,62265,1514
1327,2018-12-22 01:31:30.091113,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1328,2018-12-22 01:31:30.091120,104.248.160.24,192.168.1.196,TCP,80,48994,68057,1514
1329,2018-12-22 01:31:30.091361,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1330,2018-12-22 01:31:30.102357,104.248.160.24,192.168.1.196,TCP,80,48994,69505,1514
1331,2018-12-22 01:31:30.102605,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1332,2018-12-22 01:31:30.114100,104.248.160.24,192.168.1.196,TCP,80,48994,70953,1514
1333,2018-12-22 01:31:30.114348,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1334,2018-12-22 01:31:30.126092,104.248.160.24,192.168.1.196,TCP,80,48994,73849,1514
1335,2018-12-22 01:31:30.126342,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1336,2018-12-22 01:31:30.151580,104.248.160.24,192.168.1.196,TCP,80,48994,75297,1514
1337,2018-12-22 01:31:30.151829,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1338,2018-12-22 01:31:30.151837,104.248.160.24,192.168.1.196,TCP,80,48994,76745,1514
1339,2018-12-22 01:31:30.152076,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1340,2018-12-22 01:31:30.163578,104.248.160.24,192.168.1.196,TCP,80,48994,59369,1514
1341,2018-12-22 01:31:30.163821,192.168.1.196,104.248.160.24,TCP,48994,80,150,94
1342,2018-12-22 01:31:30.183812,104.248.160.24,192.168.1.196,TCP,80,48994,78193,1514
1343,2018-12-22 01:31:30.184059,192.168.1.196,104.248.160.24,TCP,48994,80,150,86
1344,2018-12-22 01:31:30.186810,104.248.160.24,192.168.1.196,TCP,80,48994,65161,1514
1345,2018-12-22 01:31:30.187307,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1346,2018-12-22 01:31:30.198802,104.248.160.24,192.168.1.196,TCP,80,48994,79641,1514
1347,2018-12-22 01:31:30.199299,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1348,2018-12-22 01:31:30.210795,104.248.160.24,192.168.1.196,TCP,80,48994,81089,1514
1349,2018-12-22 01:31:30.211293,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1350,2018-12-22 01:31:30.222789,104.248.160.24,192.168.1.196,TCP,80,48994,82537,1514
1351,2018-12-22 01:31:30.223286,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1352,2018-12-22 01:31:30.234782,104.248.160.24,192.168.1.196,TCP,80,48994,83985,1514
1353,2018-12-22 01:31:30.235279,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1354,2018-12-22 01:31:30.258041,104.248.160.24,192.168.1.196,TCP,80,48994,85433,1514
1355,2018-12-22 01:31:30.258281,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1356,2018-12-22 01:31:30.259042,104.248.160.24,192.168.1.196,TCP,80,48994,86881,1514
1357,2018-12-22 01:31:30.259279,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1358,2018-12-22 01:31:30.280258,104.248.160.24,192.168.1.196,TCP,80,48994,88329,1390
1359,2018-12-22 01:31:30.280754,192.168.1.196,104.248.160.24,TCP,48994,80,150,78
1360,2018-12-22 01:31:30.283753,104.248.160.24,192.168.1.196,TCP,80,48994,72401,1514
1361,2018-12-22 01:31:30.284001,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1362,2018-12-22 01:31:30.284752,192.168.1.196,104.248.160.24,TCP,48994,80,150,66
1363,2018-12-22 01:31:30.320482,104.248.160.24,192.168.1.196,TCP,80,48994,89654,66
1364,2018-12-22 01:31:30.322480,192.168.1.196,104.248.160.24,TCP,49034,80,0,74
1365,2018-12-22 01:31:31.401619,192.168.1.196,104.248.160.24,TCP,49034,80,0,74
1366,2018-12-22 01:31:31.422354,104.248.160.24,192.168.1.196,TCP,80,49034,0,74
1367,2018-12-22 01:31:31.422603,192.168.1.196,104.248.160.24,TCP,49034,80,1,66
1368,2018-12-22 01:31:31.422853,192.168.1.196,104.248.160.24,TCP,49034,80,1,213
1369,2018-12-22 01:31:31.443341,104.248.160.24,192.168.1.196,TCP,80,49034,1,66
1370,2018-12-22 01:31:31.444594,104.248.160.24,192.168.1.196,TCP,80,49034,1,1514
1371,2018-12-22 01:31:31.444841,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1372,2018-12-22 01:31:31.444850,104.248.160.24,192.168.1.196,TCP,80,49034,2897,1514
1373,2018-12-22 01:31:31.445091,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1374,2018-12-22 01:31:31.471091,104.248.160.24,192.168.1.196,TCP,80,49034,1449,1514
1375,2018-12-22 01:31:31.471109,104.248.160.24,192.168.1.196,TCP,80,49034,5793,1514
1376,2018-12-22 01:31:31.471334,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1377,2018-12-22 01:31:31.471574,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1378,2018-12-22 01:31:31.492330,104.248.160.24,192.168.1.196,TCP,80,49034,4345,1514
1379,2018-12-22 01:31:31.492813,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1380,2018-12-22 01:31:31.513821,104.248.160.24,192.168.1.196,TCP,80,49034,8689,1514
1381,2018-12-22 01:31:31.514062,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1382,2018-12-22 01:31:31.534804,104.248.160.24,192.168.1.196,TCP,80,49034,7241,1514
1383,2018-12-22 01:31:31.534817,104.248.160.24,192.168.1.196,TCP,80,49034,13033,1514
1384,2018-12-22 01:31:31.535045,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1385,2018-12-22 01:31:31.535060,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1386,2018-12-22 01:31:31.556030,104.248.160.24,192.168.1.196,TCP,80,49034,10137,1514
1387,2018-12-22 01:31:31.556278,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1388,2018-12-22 01:31:31.566025,104.248.160.24,192.168.1.196,TCP,80,49034,11585,1514
1389,2018-12-22 01:31:31.566521,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1390,2018-12-22 01:31:31.578267,104.248.160.24,192.168.1.196,TCP,80,49034,14481,1514
1391,2018-12-22 01:31:31.578514,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1392,2018-12-22 01:31:31.581765,104.248.160.24,192.168.1.196,TCP,80,49034,15929,1514
1393,2018-12-22 01:31:31.582262,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1394,2018-12-22 01:31:31.594007,104.248.160.24,192.168.1.196,TCP,80,49034,18825,1514
1395,2018-12-22 01:31:31.594255,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1396,2018-12-22 01:31:31.606001,104.248.160.24,192.168.1.196,TCP,80,49034,17377,1514
1397,2018-12-22 01:31:31.606249,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1398,2018-12-22 01:31:31.617994,104.248.160.24,192.168.1.196,TCP,80,49034,20273,1514
1399,2018-12-22 01:31:31.618242,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1400,2018-12-22 01:31:31.629987,104.248.160.24,192.168.1.196,TCP,80,49034,21721,1514
1401,2018-12-22 01:31:31.630235,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1402,2018-12-22 01:31:31.641981,104.248.160.24,192.168.1.196,TCP,80,49034,23169,1514
1403,2018-12-22 01:31:31.642228,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1404,2018-12-22 01:31:31.653973,104.248.160.24,192.168.1.196,TCP,80,49034,24617,1514
1405,2018-12-22 01:31:31.654221,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1406,2018-12-22 01:31:31.665975,104.248.160.24,192.168.1.196,TCP,80,49034,26065,1514
1407,2018-12-22 01:31:31.666215,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1408,2018-12-22 01:31:31.689703,104.248.160.24,192.168.1.196,TCP,80,49034,27513,1514
1409,2018-12-22 01:31:31.689952,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1410,2018-12-22 01:31:31.689959,104.248.160.24,192.168.1.196,TCP,80,49034,30409,1514
1411,2018-12-22 01:31:31.690215,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1412,2018-12-22 01:31:31.711690,104.248.160.24,192.168.1.196,TCP,80,49034,28961,1514
1413,2018-12-22 01:31:31.711938,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1414,2018-12-22 01:31:31.722685,104.248.160.24,192.168.1.196,TCP,80,49034,31857,1514
1415,2018-12-22 01:31:31.722932,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1416,2018-12-22 01:31:31.725933,104.248.160.24,192.168.1.196,TCP,80,49034,43441,1514
1417,2018-12-22 01:31:31.726180,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1418,2018-12-22 01:31:31.737926,104.248.160.24,192.168.1.196,TCP,80,49034,44889,1514
1419,2018-12-22 01:31:31.738174,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1420,2018-12-22 01:31:31.749920,104.248.160.24,192.168.1.196,TCP,80,49034,46337,1514
1421,2018-12-22 01:31:31.750167,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1422,2018-12-22 01:31:31.761912,104.248.160.24,192.168.1.196,TCP,80,49034,49233,1514
1423,2018-12-22 01:31:31.762160,192.168.1.196,104.248.160.24,TCP,49034,80,148,86
1424,2018-12-22 01:31:31.773905,104.248.160.24,192.168.1.196,TCP,80,49034,52129,1514
1425,2018-12-22 01:31:31.774153,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1426,2018-12-22 01:31:31.790644,104.248.160.24,192.168.1.196,TCP,80,49034,55025,1514
1427,2018-12-22 01:31:31.790893,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1428,2018-12-22 01:31:31.797892,104.248.160.24,192.168.1.196,TCP,80,49034,60817,1514
1429,2018-12-22 01:31:31.798139,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1430,2018-12-22 01:31:31.820628,104.248.160.24,192.168.1.196,TCP,80,49034,63713,1514
1431,2018-12-22 01:31:31.820896,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1432,2018-12-22 01:31:31.822173,104.248.160.24,192.168.1.196,TCP,80,49034,62265,1514
1433,2018-12-22 01:31:31.822385,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1434,2018-12-22 01:31:31.842117,104.248.160.24,192.168.1.196,TCP,80,49034,65161,1514
1435,2018-12-22 01:31:31.842364,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1436,2018-12-22 01:31:31.863605,104.248.160.24,192.168.1.196,TCP,80,49034,66609,1514
1437,2018-12-22 01:31:31.863852,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1438,2018-12-22 01:31:31.894837,104.248.160.24,192.168.1.196,TCP,80,49034,68057,1514
1439,2018-12-22 01:31:31.895334,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1440,2018-12-22 01:31:31.915576,104.248.160.24,192.168.1.196,TCP,80,49034,72401,1514
1441,2018-12-22 01:31:31.915822,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1442,2018-12-22 01:31:31.936330,104.248.160.24,192.168.1.196,TCP,80,49034,73849,1514
1443,2018-12-22 01:31:31.936816,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1444,2018-12-22 01:31:31.957300,104.248.160.24,192.168.1.196,TCP,80,49034,75297,1514
1445,2018-12-22 01:31:31.957549,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1446,2018-12-22 01:31:31.981290,104.248.160.24,192.168.1.196,TCP,80,49034,33305,1514
